original_title,start_year,runtime_mins,genre,average_rating,num_votes
Tesla Nation,2018,83.0,Documentary,5.7,10
Nur ein Tag,2017,76.0,"Comedy,Drama,Family",6.8,19
Mabata Bata,2017,74.0,Drama,4.4,18
Anhedonia,2016,79.0,Sci-Fi,4.7,38
Hawaii,2017,116.0,Drama,7.7,542
Island Zero,2018,99.0,Horror,4.5,757
A Futile and Stupid Gesture,2018,101.0,"Biography,Comedy",6.8,10729
We the Kings,2018,91.0,Thriller,8.4,28
El cielo en el infierno,2016,70.0,"Comedy,Drama,Horror",4.6,32
Vieni a vivere a Napoli!,2016,88.0,Comedy,6.0,29
I am not Salvador,2016,88.0,Comedy,3.7,880
Zimbelism,2015,90.0,"Biography,Documentary",7.8,24
Cholai,2016,97.0,Comedy,7.6,45
Shaadi Abhi Baaki Hai,2017,127.0,Drama,6.5,8
Glastopia,2012,75.0,Documentary,6.7,6
Paper Lanterns,2016,60.0,Documentary,8.5,13
Mantostaan,2017,92.0,"Drama,History",6.1,60
Much Ado About Nothing,2011,161.0,"Comedy,Romance",8.4,365
Tarnation,2017,90.0,"Comedy,Horror",3.5,229
49 Angels,2016,80.0,Documentary,5.3,10
Love Punjab,2016,130.0,Family,7.7,636
Saving Sally,2016,94.0,"Animation,Drama,Fantasy",7.8,463
Star na si Van Damme Stallone,2016,97.0,Drama,7.5,27
Zach's Ceremony,2016,93.0,"Documentary,Family,History",7.6,48
Nova Seed,2016,64.0,"Adventure,Animation,Fantasy",6.7,225
Bob Mazooka: Fun Time Action Hour for Kids,2013,45.0,Comedy,8.1,7
A Change in the Weather,2017,99.0,Drama,5.2,19
Tsuioku,2017,98.0,"Drama,Mystery",5.7,84
Gandhiji My Mentor,2016,97.0,"Drama,History",8.0,25
This Is Exile: Diaries of Child Refugees,2015,56.0,Documentary,7.6,14
En-to-tre-nu!,2016,114.0,"Drama,Romance",6.1,252
A Sicilian Dream,2015,71.0,"Documentary,Drama",8.6,7
Tulasi Apa,2015,121.0,"Biography,Drama,Musical",7.4,10
A Spell on You,2015,89.0,"Comedy,Romance",5.0,22
Hunting Pignut,2016,95.0,Drama,6.9,33
Impossible Dreamers,2016,75.0,Documentary,7.5,18
Sommerfest,2017,92.0,"Comedy,Drama,Romance",5.8,201
Pink,2016,136.0,"Drama,Thriller",8.2,32238
Meine teuflisch gute Freundin,2018,100.0,"Comedy,Family,Fantasy",6.4,146
Les mondes de Philip K. Dick,2016,55.0,Documentary,6.5,114
Being Rose,2017,89.0,Drama,6.6,60
Nal Boreowayo,2016,91.0,"Action,Crime,Drama",6.1,241
Lo que vale un peine,2015,91.0,Documentary,7.8,5
Tournament,2018,82.0,"Adventure,Comedy,Fantasy",9.1,28
Krishnashtami,2016,160.0,"Action,Comedy,Romance",5.3,42
Yea Toh Two Much Ho Gayaa,2016,126.0,"Action,Drama",4.4,94
Apocalypse Child,2015,95.0,Drama,7.6,99
No Escuro do Cinema Descalço os Sapatos,2016,104.0,Documentary,6.4,15
Hyôka,2017,114.0,"Drama,Mystery",6.1,68
Taego Ãwa,2016,75.0,Documentary,7.5,15
Schultersieg,2016,82.0,"Documentary,Family,Sport",8.2,16
A Snow Capped Christmas,2016,87.0,Romance,6.2,686
Boys on Film 11: We Are Animals,2014,138.0,Drama,6.7,38
The American Driver,2017,87.0,Comedy,9.1,16
Que jiao yi zu,2015,104.0,Drama,6.2,10
Cordelias Kinder,2015,76.0,Thriller,5.9,8
Nerdland,2016,85.0,"Animation,Comedy",5.3,867
The KAOS Brief,2017,80.0,"Horror,Sci-Fi",4.4,147
It Aint Pretty,2016,74.0,"Action,Adventure,Documentary",7.2,5
Twinkle Toes Lights Up New York,2016,71.0,"Adventure,Animation,Family",5.8,8
Take Me Out,2018,83.0,"Drama,Family,Sport",5.7,23
Mushi-Shi Zoku Shou: Suzu no Shizuku,2015,47.0,"Animation,Fantasy",8.6,467
The Invisible Mother,2018,106.0,"Comedy,Horror,Thriller",6.9,16
Dukot,2016,95.0,"Action,Crime,Drama",6.1,63
Kitchen Sink Revolution,2015,74.0,"Documentary,History",6.4,5
On the Edge of Happiness,2016,70.0,Documentary,7.6,5
Nareul Itjimarayo,2016,106.0,"Drama,Mystery,Romance",6.7,335
Boys on Film 13: Trick & Treat,2015,124.0,Drama,7.2,39
The Human Thing,2016,85.0,"Comedy,Drama",4.9,10
Mu ji zhe,2017,118.0,"Crime,Mystery,Thriller",6.7,1510
SuperBobrovy,2016,95.0,Comedy,4.4,476
New York New York,2016,106.0,Drama,5.2,83
Gao gen xie xian sheng,2016,94.0,Comedy,4.3,29
Winning,2016,78.0,Documentary,6.3,84
The Valley of the Rats,2017,80.0,Thriller,7.2,19
Clemency,2019,113.0,Drama,5.1,100
Clinical,2017,104.0,"Horror,Thriller",5.1,5156
My Friend Larry Gus,2016,87.0,"Biography,Documentary,Music",7.0,32
Tevanik,2014,81.0,"Drama,War",6.8,15
Amanda & Jack Go Glamping,2017,94.0,"Comedy,Drama,Romance",4.4,491
Hunter and the Hunted,2016,95.0,"Action,Drama,Thriller",7.8,5
Spookers,2017,90.0,Documentary,6.2,161
Vikes,2017,86.0,"Comedy,Romance",5.6,57
Pinneyum,2016,122.0,"Drama,Family,Romance",7.3,72
Las novias del diablo,2016,87.0,"Adventure,Horror,Thriller",5.8,10
Mignon Mossie van Wyk,2016,99.0,Drama,6.4,44
Dogged,2017,116.0,Horror,3.0,192
Honky Tonk Heaven: Legend of the Broken Spoke,2016,75.0,"Documentary,Music",8.1,10
Robert Klein Still Can't Stop His Leg,2016,94.0,"Comedy,Documentary",7.5,28
Three Wise Cousins,2016,89.0,"Comedy,Romance",7.1,136
"Zenin, Kataomoi",2016,123.0,"Drama,Romance",7.6,9
Provenance,2017,93.0,Drama,8.2,41
Apple of My Eye,2017,84.0,Family,5.6,275
"I, Tonya",2017,120.0,"Biography,Comedy,Drama",7.5,141668
Istanbul Notes,2016,70.0,"Documentary,Music",7.8,14
Dope Fiend,2017,91.0,"Crime,Drama",5.7,56
Death by a Thousand Cuts,2016,73.0,Documentary,8.7,19
The Mad Whale,2017,99.0,"Drama,Thriller",7.4,46
The Hate U Give,2018,133.0,"Crime,Drama",7.3,17583
The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112
Amateur,2018,96.0,"Drama,Sport",5.9,2774
Like Cotton Twines,2016,96.0,Drama,7.3,41
Arsenal,2017,97.0,"Action,Crime,Thriller",4.0,3513
Inheritance,2017,90.0,"Drama,Horror,Mystery",3.6,284
Saawan,2016,137.0,"Drama,Thriller",8.1,30
Donna Haraway: Story Telling for Earthly Survival,2016,81.0,Documentary,7.6,67
Train Set,2018,96.0,"Comedy,Drama,Romance",7.1,26
Der Junge muss an die frische Luft,2018,100.0,"Biography,Comedy,Drama",7.8,1119
A Revolution in Four Seasons,2016,87.0,Documentary,8.2,12
Jendral Soedirman,2015,126.0,"Action,Biography,Drama",7.3,24
Golosa bolshoy strany,2016,89.0,Musical,4.4,37
Ulysses: A Dark Odyssey,2018,110.0,"Action,Crime,Drama",8.5,1478
Jessie,2016,123.0,"Drama,Romance",6.5,11
School of the Living Dead,2015,87.0,Comedy,6.4,5
Daikaijû mono,2016,93.0,"Action,Comedy",5.3,31
Ishq Positive,2016,103.0,"Comedy,Music,Romance",7.0,42
Y,2017,106.0,Thriller,6.4,69
Redemption Way,2017,90.0,Drama,7.5,15
Home by Now,2016,123.0,Drama,6.2,8
Wonjun Sojoonghan Sarang,2013,118.0,Drama,6.3,9
Not Black Enough,2017,83.0,Documentary,7.6,23
The Last Lennon Interview,2015,23.0,Documentary,6.2,6
In the Name of Ben Hur,2016,89.0,Action,2.7,737
Harmony,2018,90.0,"Fantasy,Romance,Thriller",7.8,29
NFG the Movie,2016,91.0,"Comedy,Documentary",4.2,230
Es war einmal Indianerland,2017,97.0,Drama,6.6,129
Happy Burnout,2017,90.0,Comedy,5.4,494
Ishtakamya,2016,134.0,"Drama,Romance",6.1,43
Run,2016,110.0,"Action,Drama,Romance",5.5,39
Cinema My Darling,2016,152.0,Drama,6.0,8
A Piece of Me: An Everyday Story,2016,88.0,Drama,8.3,6
Die Hölle,2017,92.0,"Action,Horror,Thriller",6.5,1058
Mademoiselle Paradis,2017,97.0,"Drama,History",6.5,455
Ramasakkani Rakumarudu,2016,123.0,"Comedy,Drama,Family",4.8,6
Siebzehn,2017,104.0,Drama,6.7,264
Teheran Tabu,2017,96.0,"Animation,Drama",7.0,2429
Behind the Fear,2016,94.0,Documentary,6.2,6
Ugly,2017,92.0,Drama,5.7,81
1st Sem,2016,90.0,"Comedy,Drama",9.1,26
Trench,2018,90.0,"Comedy,Thriller",5.8,8
The Domicile,2017,82.0,Horror,2.6,72
Poppin Q,2016,95.0,"Adventure,Animation,Fantasy",4.9,21
Catacomba,2016,70.0,Horror,3.8,63
Sprakeloos,2017,100.0,Drama,6.8,170
Die Unsichtbaren,2017,110.0,"Biography,Drama,History",7.2,755
Kiyidakiler,2016,70.0,Drama,5.1,23
Tarla,2015,85.0,Drama,5.1,48
Benim kendi hayatim,2016,149.0,Drama,7.6,5
Sakaling hindi makarating,2016,90.0,"Adventure,Drama,Romance",7.5,37
The Maus,2017,90.0,"Drama,Fantasy,Horror",4.3,1391
Revisions,2016,85.0,"Comedy,Drama",8.7,15
Keunalui bonwigi,2016,103.0,"Comedy,Romance",6.7,620
Karaoke Crazies,2016,106.0,"Crime,Drama,Fantasy",6.6,58
Blue Hollywood,2017,82.0,"Comedy,Drama,Romance",6.1,15
90 hronia PAOK: Nostalgontas to mellon,2016,102.0,Documentary,8.6,73
Siyah karga,2016,98.0,Drama,5.0,77
2Eleven,2015,107.0,Action,6.4,71
Kasap havasi,2015,103.0,Drama,5.7,132
Son Kuslar,2016,90.0,Drama,6.3,35
Black Petunia,2016,85.0,"Drama,Mystery,Sci-Fi",6.9,9
Aloha from Lavaland,2016,55.0,Documentary,8.5,6
Mextilo: Memoria De La Moda Mexicana,2014,64.0,Documentary,8.6,8
SheChotic,2018,93.0,"Drama,Horror,Mystery",2.7,61
Chris Brown: Welcome to My Life,2017,80.0,Documentary,5.8,888
The Songs We Sang,2015,128.0,"Documentary,History,Music",8.4,14
#Twerkumentary,2016,60.0,Documentary,7.7,7
One Last Night,2018,84.0,"Comedy,Romance",7.8,16
Pinky Beauty Parlour,2016,130.0,Drama,8.5,32
Soof 2,2016,100.0,"Comedy,Romance",6.0,1133
Het Verlangen,2017,90.0,Drama,5.9,459
Slambook,2015,137.0,Romance,8.0,31
Tramontane,2016,105.0,Drama,6.7,252
All This Panic,2016,79.0,Documentary,6.7,328
The Devil's Horn,2016,86.0,Documentary,6.0,44
"The Real Adam Smith, a Personal Exploration by Johan Norberg",2016,56.0,Documentary,7.8,11
The Smart Studios Story,2016,89.0,Documentary,7.5,22
Yerma: Barren,2017,89.0,Drama,8.9,257
The Return,2016,84.0,Documentary,6.6,42
To Tell the Truth,2012,114.0,Documentary,7.9,17
La Leyenda del Chupacabras,2016,81.0,"Action,Adventure,Animation",4.9,168
Was hat uns bloß so ruiniert,2016,96.0,Comedy,6.2,323
The Domestics,2018,95.0,"Action,Horror,Sci-Fi",5.7,6387
Abortion: Stories Women Tell,2016,92.0,Documentary,7.2,167
Chervonyi,2017,110.0,"Biography,Drama,History",7.3,730
Savannah Sunrise,2016,88.0,"Comedy,Family",6.1,140
Still River,2018,129.0,Drama,6.1,71
Live a Little,2017,75.0,"Crime,Drama,Mystery",7.8,27
The Exam,2015,45.0,"Documentary,Drama",4.4,8
Northern Lights,2016,54.0,Drama,8.1,17
The Beguiled,2017,93.0,"Drama,Thriller",6.3,42773
Turbulence,2016,120.0,"Action,Drama,Thriller",5.3,249
Eldorado XXI,2016,125.0,Documentary,6.2,94
DIY Country,2016,81.0,Documentary,7.1,12
Moonam Naal Njayarazhcha,2016,119.0,Drama,6.2,13
Driven,2018,108.0,"Biography,Drama,Thriller",6.6,118
Errementari,2017,98.0,"Fantasy,Horror",6.4,6099
"Wall of Death, and All That",2016,62.0,"Biography,Documentary",7.7,13
Nuts,2016,104.0,"Action,Comedy,Drama",6.5,93
Hinder,2016,73.0,"Comedy,Documentary,Drama",6.5,13
Tõde ja õigus,2019,165.0,Drama,9.3,1220
Pîchi gâru,2017,116.0,Romance,6.5,306
I giganti del bene,2016,52.0,Documentary,6.7,30
The Apology,2016,104.0,Documentary,5.5,162
"São Sebastião do Rio de Janeiro, a Formação de uma Cidade",2016,93.0,Documentary,6.9,16
Onkel Wanja,2017,134.0,Drama,6.5,10
Golden Genes,2016,90.0,"Biography,Documentary,History",7.8,8
La Palabra de Pablo,2018,84.0,Drama,6.5,41
Once There Was a Girl,2016,75.0,Drama,9.0,26
Attack of the Southern Fried Zombies,2017,83.0,"Action,Comedy,Horror",4.4,461
The Memory of Fish,2016,54.0,"Biography,Documentary,History",7.8,13
Callshop Istanbul,2015,98.0,Documentary,6.8,11
About a Donkey,2018,77.0,"Comedy,Drama",8.4,23
The Guardian,2016,72.0,"Action,Mystery,Sci-Fi",6.7,19
Hav Faith,2016,125.0,"Drama,Family",6.0,12
Warwick,2016,70.0,Drama,4.3,64
You and Me,2016,90.0,Documentary,8.1,16
Kingsglaive: Final Fantasy XV,2016,110.0,"Action,Adventure,Animation",6.8,18387
Kaptaan,2016,142.0,"Comedy,Drama,Family",6.5,174
Lukamari,2016,125.0,"Comedy,Crime",7.6,76
Dem vi var,2016,80.0,Documentary,7.3,48
The Bomb,2016,55.0,Music,6.6,378
Zakroy glaza,2016,101.0,"Drama,Fantasy",4.2,5
The Ashram,2018,85.0,"Drama,Fantasy,Mystery",5.2,573
Michael Myers: Absolute Evil,2016,93.0,Horror,6.6,29
Dual Mania,2019,100.0,Thriller,8.6,7
Huo guo ying xiong,2016,94.0,Thriller,6.6,1047
Hu Die Gong Mu,2016,95.0,"Fantasy,Horror,Mystery",5.4,13
Joan Rivers: Exit Laughing,2016,56.0,Documentary,7.0,10
Jahilya,2018,94.0,Drama,5.0,21
Spirit Unforgettable,2016,86.0,Documentary,8.4,38
Groove,2017,87.0,"Drama,Music,Musical",8.4,10
Punjab Nahi Jaungi,2017,159.0,"Comedy,Romance",7.5,1960
Savitri,2016,128.0,"Comedy,Drama,Family",5.8,60
Narathan,2016,140.0,"Comedy,Romance",2.6,36
Phil Mendrix,2015,70.0,"Biography,Documentary",7.3,14
Siganitalja,2016,107.0,"Fantasy,Romance,Thriller",6.9,758
Idavappathi,2016,115.0,"Drama,Romance",4.1,10
Attack,2016,158.0,"Action,Crime,Thriller",8.4,610
Hello Naan Pei Pesuren,2016,110.0,"Comedy,Horror",4.2,75
Débarquement immédiat!,2016,90.0,Comedy,5.7,1014
Adaption,2017,75.0,"Comedy,Drama,Romance",7.4,5
Patients,2016,110.0,"Comedy,Drama",7.3,1417
Visages villages,2017,94.0,Documentary,7.9,8261
Iris,2016,99.0,Thriller,6.1,2443
Jeune femme,2017,97.0,Drama,6.6,1831
Si j'étais un homme,2017,95.0,Comedy,4.9,1049
Command and Control,2016,92.0,"Documentary,History",7.3,668
Midsummer in Newtown,2016,81.0,Documentary,6.6,27
Team Foxcatcher,2016,90.0,"Biography,Crime,Documentary",7.3,3916
Win!,2016,104.0,Documentary,7.7,18
Bowie: The Man Who Changed the World,2016,85.0,"Biography,Documentary,Music",5.3,961
The Forest Whispers,2016,118.0,"Fantasy,Horror,Mystery",7.8,8
Polaroid,2019,88.0,"Drama,Horror,Thriller",5.2,2408
One Day I'll Leave,2015,100.0,"Comedy,Drama,Romance",4.8,55
Baa Baaa Black Sheep,2018,103.0,"Action,Comedy,Crime",7.0,37
Regissören: En film om Mai Zetterling,2015,59.0,Documentary,6.5,6
Kattappanayile Rithwik Roshan,2016,140.0,Comedy,7.2,1022
Shui zhai wo shang pu de xiong di,2016,96.0,"Drama,Romance",4.7,34
Chi salverà le rose?,2017,103.0,Drama,6.1,67
Verano Rojo,2017,89.0,Horror,5.4,74
Night School,2016,85.0,Documentary,7.2,112
Lathe Joshi,2016,104.0,Drama,9.1,74
Eshtebak,2016,97.0,"Drama,Thriller,War",7.5,4051
Kizkaçiran,2016,95.0,Comedy,4.1,119
Kor,2016,115.0,Drama,6.5,1171
91.1,2016,108.0,"Comedy,Drama",6.2,200
Paul Mooney: A Piece of My Mind - Godbless America,2014,86.0,Comedy,7.4,31
Bambaska,2016,100.0,Romance,4.0,24
Ifrit'in Diyeti: Cinnia,2016,97.0,Horror,4.6,82
Ates,2016,88.0,"Action,Drama,Romance",6.1,137
Mercy Street,2016,74.0,"Animation,Family",7.4,16
C'est tout pour moi,2017,99.0,Comedy,6.2,300
Shen chu,2016,119.0,Comedy,3.3,26
Vind die domme trut en gooi haar in de rivier,2017,87.0,Drama,6.9,223
Laal Rang,2016,147.0,"Action,Crime,Drama",8.1,3622
Ainda Não Acabámos: Como Se Fosse Uma Carta,2016,50.0,Documentary,9.0,5
Tattoo Girls,2018,104.0,Documentary,8.6,283
The Meanest Man in Texas,2017,105.0,"Biography,Drama,History",8.6,78
Un paradis pour tous,2016,76.0,Comedy,5.1,14
Blurred Lines: Inside the Art World,2017,84.0,Documentary,6.3,263
Lala Begum,2016,58.0,"Drama,Thriller",7.1,16
Snuff,2016,45.0,"Comedy,Horror",7.5,11
Du yi wu er,2015,98.0,Romance,3.6,9
Wie Männer über Frauen reden,2016,89.0,"Comedy,Romance",4.8,237
Kung Fu Style,2015,90.0,Animation,5.2,6
Ancient Secrets of Essential Oils,2016,78.0,Documentary,5.5,6
Killer Campout,2017,86.0,Horror,5.9,27
"M. Pearls, A.A.L. The Movie",2017,88.0,Drama,9.0,6
Pist,2015,101.0,"Comedy,Horror",2.4,425
Mazurkas,2016,60.0,"Drama,Romance",8.7,10
"Päevad, mis ajasid segadusse",2016,105.0,"Comedy,Drama",6.3,679
Deadman Standing,2018,92.0,"Biography,Thriller,Western",5.4,151
Andover,2018,91.0,"Comedy,Drama,Romance",5.9,3533
Je pan kahish e sachuj kahish,2016,104.0,Thriller,6.8,9
A Luneta do Tempo,2014,99.0,"Drama,Musical,Western",6.5,71
Cabaret,2019,95.0,"Drama,Musical,Thriller",3.6,117
184,2016,40.0,Documentary,8.6,5
Overruled,2016,58.0,Documentary,7.7,7
Los objetos amorosos,2016,115.0,Drama,7.0,45
IDI: Inspector Dawood Ibrahim,2016,127.0,"Action,Comedy,Thriller",4.6,308
Sundul Gan: The Story of Kaskus,2016,89.0,"Biography,Comedy,Drama",8.5,28
Mimosas,2016,96.0,Drama,6.4,621
Gongjo,2017,125.0,Action,6.5,1828
Wo bu shi Wang Mao,2014,92.0,Drama,6.9,91
Riverhead,2016,89.0,"Crime,Drama",5.5,75
Ozark Sharks,2016,88.0,"Action,Adventure,Comedy",3.6,682
"Onneli, Anneli ja Salaperäinen muukalainen",2017,75.0,Family,5.9,41
Hagane no renkinjutsushi,2017,135.0,"Action,Adventure,Fantasy",5.8,17256
"Juliet, Naked",2018,97.0,"Comedy,Drama,Music",6.6,11247
Transmutation,2018,83.0,Documentary,9.2,10
Cine a ucis Craciunul?,2017,100.0,Drama,8.0,10
Teströl és lélekröl,2017,116.0,"Drama,Fantasy,Mystery",7.6,18985
The Covenant,2017,90.0,Horror,5.2,1359
Brand New Old Love,2018,97.0,"Comedy,Drama,Romance",5.8,10
Borderland Blues,2016,73.0,Documentary,7.5,19
Boyne Falls,2018,84.0,Thriller,6.2,409
Bir Baba Hindu,2016,112.0,"Action,Adventure,Comedy",3.4,1970
Moderation,2016,149.0,Horror,4.5,15
Suen lo chor,2016,94.0,"Comedy,Crime",5.6,386
Imagine Dragons: Smoke + Mirrors Live,2016,96.0,Music,8.7,52
Tubérculo Presidente,2016,101.0,Comedy,6.9,36
Luis,2017,98.0,Drama,7.3,29
Es war einmal in Deutschland...,2017,102.0,"Comedy,Drama,War",6.5,983
Once Upon a Time in Amritsar,2016,115.0,Drama,6.0,46
Khaemae Mein Matt Jhankain,2016,45.0,Fantasy,8.4,7
Good Luck Soup,2016,70.0,Documentary,8.7,6
Afacerea Est,2016,87.0,"Comedy,Drama",7.6,564
Land Grab,2016,76.0,Documentary,7.6,18
Tully,2018,95.0,"Comedy,Drama,Mystery",7.0,41199
Dragonheart: Battle for the Heartfire,2017,98.0,Fantasy,5.3,1636
Lost Creek,2016,92.0,"Drama,Fantasy,Horror",5.6,94
Enter the Fire,2018,76.0,Action,7.0,116
#Hommes: True Story of the Thieves' World,2015,134.0,Documentary,8.5,6
El Paletero,2016,108.0,"Action,Adventure,Western",7.5,52
Salvage,2015,92.0,"Drama,Horror",7.8,13
My Hysteria in the cinema,2015,64.0,"Biography,Comedy,Documentary",7.2,5
"Maybe Desert, Perhaps Universe",2015,98.0,Documentary,7.4,8
Elements of Matter,2018,97.0,"Comedy,Family,Romance",4.1,52
Pa.Va,2016,122.0,"Comedy,Fantasy",5.5,59
From Jennifer,2017,85.0,"Comedy,Horror,Thriller",5.4,69
Ascension,2018,86.0,"Horror,Sci-Fi,Thriller",8.5,59
Joker,2016,130.0,"Comedy,Drama",8.5,2451
Therapie,2016,117.0,"Drama,Mystery,Thriller",6.6,38
Alcaldessa,2016,88.0,Documentary,7.0,84
#WszystkoGra,2016,90.0,"Comedy,Musical",4.1,109
Un paese quasi perfetto,2016,92.0,Comedy,6.0,412
El Encuentro,2017,85.0,Drama,7.1,20
Walk Away from Love,2017,90.0,Romance,6.2,24
Durak,2016,93.0,Thriller,5.2,58
Hudugaru,2011,148.0,"Action,Drama",7.5,116
Centaur,2017,89.0,Drama,6.7,265
Whistleblower,2016,85.0,"Crime,Drama,Thriller",7.6,7
Dhogs,2017,85.0,"Comedy,Crime,Drama",6.0,194
Elemento,2016,80.0,Horror,5.6,11
Imitation Girl,2017,84.0,"Drama,Sci-Fi",5.0,320
Il padre d'Italia,2017,92.0,Drama,6.7,482
F*&% the Prom,2017,92.0,"Comedy,Drama",4.3,3653
Azad,2017,121.0,"Comedy,Drama",6.9,16
They Came from the Swamp: The Films of William Grefé,2016,126.0,Documentary,7.7,13
Mobile Homes,2017,105.0,Drama,6.0,609
Mid90s,2018,85.0,"Comedy,Drama",7.4,23867
The Lost Digit,2016,91.0,"Comedy,Drama",7.8,9
A Gentleman,2017,145.0,"Action,Comedy",6.3,4188
Hung sau wan mei seui,2016,86.0,"Drama,Mystery,Thriller",4.5,119
Tall Men,2016,133.0,"Fantasy,Horror,Thriller",3.4,400
Bîranîna hespa res,2015,88.0,Drama,5.7,22
Living on Soul,2017,96.0,"Documentary,Music",7.4,27
Matlatl,2017,90.0,"Horror,Mystery",5.9,21
Seihokusei,2015,125.0,Drama,6.0,6
Hope for All: Unsere Nahrung - unsere Hoffnung,2016,100.0,Documentary,7.7,132
Nieve negra,2017,90.0,"Crime,Drama,Mystery",6.2,4148
NG83 When We Were B Boys,2016,74.0,Documentary,8.5,11
Land of Not Knowing,2017,71.0,"Biography,Documentary",6.7,6
Dear Dad,2016,95.0,"Drama,Family",6.5,258
Maa al-Khatar,2016,98.0,Action,3.2,8
Balta Albã,2016,60.0,"Documentary,Music",7.5,8
Chalay Thay Sath,2017,120.0,"Comedy,Romance",6.8,257
Through the Storm,2013,91.0,Action,8.0,5
Jibon Moroner Sathi,2010,149.0,"Comedy,Drama,Romance",4.0,8
Mazhai pozhuthin mayakathile,2012,111.0,Drama,5.9,18
Soonjung,2016,113.0,"Drama,Romance",7.3,773
Spinning Man,2018,100.0,"Drama,Mystery,Thriller",5.6,6872
Tiger on the Run,2015,45.0,Documentary,7.6,5
Shark Junction,2014,50.0,Documentary,7.4,5
Qaidi Band,2017,119.0,"Drama,Music",5.8,246
Ying ging hing dai,2016,102.0,"Action,Comedy",4.8,91
Young & Fabulous,2016,107.0,Drama,6.2,30
Webcast,2018,95.0,"Horror,Thriller",6.0,757
Class Divide,2015,74.0,Documentary,7.3,386
This Is Us,2017,90.0,Drama,8.2,56
Airplane Mode,2018,80.0,Comedy,5.7,92
3,2018,80.0,"Horror,Mystery,Thriller",3.9,166
FML,2016,98.0,Comedy,6.2,851
The Contestants,2016,82.0,Horror,5.6,8
American Dream,2016,92.0,Crime,7.0,12
Cardinals,2017,84.0,"Crime,Drama,Thriller",5.5,275
Krotkaya,2017,143.0,"Drama,Mystery",6.6,1584
Jing xin po,2016,106.0,"Action,Crime,Drama",4.6,210
Night Shift,2018,135.0,Comedy,7.7,12
Everybody Knows... Elizabeth Murray,2016,60.0,"Biography,Documentary",5.4,36
Midnight Hair,2014,95.0,"Horror,Mystery",5.3,46
Life of the Party,2018,105.0,Comedy,5.5,25756
Company Town,2016,90.0,Documentary,6.9,9
A Vossa Terra,2016,59.0,Documentary,6.2,5
Princes of the Palace,2016,85.0,Documentary,6.8,16
Mike Boy,2017,89.0,"Crime,Mystery,Thriller",5.4,27
Raoul Ruiz: Contre l'ignorance fiction!,2016,63.0,Documentary,6.6,11
Twelfth Night,2013,176.0,Comedy,8.9,170
Black Water,2018,104.0,"Action,Drama,Thriller",4.7,3035
New Money,2017,85.0,"Crime,Drama,Thriller",7.0,27
Fatal Crossing,2018,95.0,Drama,3.7,111
Blessed Are the Children,2016,98.0,"Drama,Horror,Thriller",4.2,129
La larga noche de Francisco Sanctis,2016,78.0,Drama,6.6,325
El sitio de los sitios,2016,54.0,"Comedy,Documentary",7.0,11
Yathra Chodikkathe,2016,106.0,Drama,6.0,9
Kapali Gise: Turkiye'de Tekellesen Film Dagitimi,2016,45.0,Documentary,7.3,171
That Vitamin Movie,2016,86.0,Documentary,9.4,927
The Chinese Lives of Uli Sigg,2016,93.0,Documentary,6.2,15
Haldaa,2017,150.0,Drama,8.3,388
El Sueño del Mara'akame,2016,90.0,Drama,7.5,57
The Ride,2016,87.0,Documentary,7.3,18
Pojdi Z Mano,2016,83.0,"Adventure,Mystery,Thriller",7.0,100
Trans Duna I-II,2015,116.0,Documentary,6.7,6
Revelation Blue: Prisoner of Hope,2015,83.0,"Adventure,Crime,Drama",3.7,9
Odile the Documentary,2017,86.0,"Documentary,History",6.2,9
Wild Plants,2016,108.0,Documentary,6.5,42
Five: Find Your Limit,2016,74.0,"Horror,Mystery",4.2,12
14 Minutes from Earth,2016,84.0,Documentary,5.6,97
Gestrandet,2016,78.0,Documentary,6.5,6
Mai-chan no nichijô,2014,55.0,Horror,5.3,55
The Harvesters,2017,91.0,Horror,4.2,26
Waiting on Mary,2016,78.0,"Comedy,Drama",8.1,17
Jug-yeo-ju-neun Yeo-ja,2016,110.0,Drama,7.2,293
Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,2016,65.0,Documentary,6.0,252
Graffiti Grandmas,2016,26.0,Documentary,7.6,5
Basgan,2016,74.0,Documentary,5.0,5
Scopophilia,2018,70.0,Thriller,7.5,32
Beast,2017,107.0,"Crime,Drama,Mystery",6.8,7174
One-line,2017,131.0,Drama,6.1,100
Roger D'Astous,2016,103.0,"Biography,Documentary",7.2,11
Askeladden - I Dovregubbens hall,2017,104.0,Adventure,6.1,1659
13 Times Evil,2016,66.0,Documentary,3.3,29
Arubino no ki,2016,86.0,Drama,6.6,7
Par instinct,2017,83.0,"Adventure,Drama",5.1,78
Aurore,2017,89.0,"Comedy,Drama",6.3,820
Itazurana Kiss Part 3: Propose hen,2017,117.0,"Comedy,Drama,Romance",7.7,46
Superpower Dogs,2019,47.0,Documentary,7.8,58
Ôtez-moi d'un doute,2017,100.0,"Comedy,Drama",6.7,1233
Za granyu realnosti,2018,101.0,"Action,Adventure,Fantasy",4.5,2074
The Midnight Man,2016,95.0,Horror,4.8,2441
Shanda's River,2018,90.0,"Horror,Thriller",4.8,272
A Glória e a Graça,2017,94.0,"Drama,Family",6.8,90
Fourplay,2018,77.0,"Comedy,Drama",7.3,24
