original_title,start_year,runtime_mins,genre,average_rating,num_votes
Dorm of the Dead,2012,86.0,"Action,Comedy,Horror",2.4,125
Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,263328
Bitter Feast,2010,95.0,"Comedy,Horror,Thriller",5.3,1398
Cedar Rapids,2011,87.0,Comedy,6.3,34759
Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",5.9,10726
Bridesmaids,2011,125.0,"Comedy,Romance",6.8,249501
Wakiyaku monogatari,2010,97.0,"Comedy,Drama",6.9,75
The David Dance,2014,108.0,Drama,7.4,65
"Flappers, Speakeasies, and the Birth of Modern Culture",2010,50.0,"Documentary,History",2.6,148
The Funniest Movie Ever... Just Kidding,2011,75.0,Comedy,6.1,25
Zombie Ed,2013,104.0,"Comedy,Horror",2.4,133
Do It Again,2010,85.0,"Documentary,Music",7.9,95
Four Assassins,2011,87.0,Thriller,3.6,602
The Honeymoon,2014,79.0,Thriller,4.7,21
The Righteous and the Wicked,2010,96.0,Western,4.5,88
Elf Onkel,2010,101.0,Drama,6.1,21
Attack the Block,2011,88.0,"Action,Comedy,Sci-Fi",6.7,93868
"Kôshônin: The movie - Taimu rimitto kôdo 10,000 m no zunôsen",2010,123.0,"Action,Drama",5.6,103
Boobs: An American Obsession,2010,88.0,Documentary,6.0,176
Brownstones to Red Dirt,2010,85.0,"Documentary,Drama",7.6,14
Desechos,2010,90.0,Comedy,4.8,96
L'autre monde,2010,105.0,"Drama,Thriller",5.6,1745
Mighty Uke,2010,76.0,"Documentary,Music",7.7,35
Oka!,2011,105.0,Drama,5.6,143
Shiniyuku tsuma tono tabiji,2011,113.0,Drama,5.6,7
The High Cost of Living,2010,92.0,Drama,6.8,1913
Transparency,2010,96.0,"Action,Crime,Drama",4.8,409
Abel,2010,82.0,"Comedy,Drama",6.8,1308
Kurteist fólk,2011,50.0,"Comedy,Drama",5.8,150
Mahayoddha Rama,2016,106.0,Animation,7.9,27
Abattoir,2016,98.0,"Horror,Mystery,Thriller",4.5,3404
Killing Season,2013,91.0,"Action,Drama,Thriller",5.4,33570
Got to Run,2011,107.0,Drama,5.8,77
Cosmopolis,2012,109.0,"Drama,Fantasy",5.0,41897
Eddie,2012,90.0,"Comedy,Horror",5.6,1364
Illegal,2010,107.0,Drama,7.4,66
Samuel Bleak,2013,96.0,"Drama,Thriller",5.2,303
Happythankyoumoreplease,2010,100.0,"Comedy,Drama,Romance",6.8,28327
Nothing Special,2010,100.0,"Comedy,Drama",4.0,169
Refuge,2010,121.0,"Comedy,Crime,Drama",5.4,81
The Genesis Code,2010,138.0,Drama,5.5,563
Whisper Me a Lullaby,2011,82.0,"Drama,Family",5.5,11
6 Nonsmokers,2011,97.0,Comedy,7.8,36
Finding John Smith,2012,90.0,"Drama,Family",7.5,19
Church,2010,102.0,"Family,Musical",5.4,27
Jasmina,2010,89.0,Drama,7.1,118
Florida Road,2010,104.0,Drama,7.8,38
Barbaric Genius,2011,74.0,Documentary,7.7,18
"LaPorte, Indiana",2010,66.0,Documentary,7.0,6
The Lorax,2012,86.0,"Adventure,Animation,Comedy",6.4,90151
The Mulberry Tree,2010,88.0,Drama,7.7,63
Fallen Skyes,2012,105.0,"Drama,Fantasy,Romance",7.3,7
Florence: A Matter Between Detectives,2015,88.0,"Crime,Drama",8.5,6
Half Way,2010,127.0,Drama,8.1,19
A Very Mary Christmas,2010,97.0,"Comedy,Family",5.9,296
Wildfire: The Arabian Heart,2010,88.0,"Action,Comedy,Drama",4.2,70
American Meat,2013,84.0,Documentary,8.0,25
Li xiao long,2010,129.0,"Biography,Drama",6.5,1752
Carbon Nation,2010,86.0,"Documentary,Family",6.8,211
"Chloe, A to Z",2010,72.0,Drama,5.8,8
Logan,2010,94.0,"Comedy,Drama,Family",6.2,252
Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966
Slave,2012,110.0,"Crime,Thriller",3.4,16
Spork,2010,86.0,Comedy,6.9,943
At Middleton,2013,99.0,"Comedy,Romance",6.5,7117
Héroes,2010,104.0,"Comedy,Drama,Family",7.2,676
Till det som är vackert,2010,97.0,Drama,7.0,3864
The Trouble with Bliss,2011,97.0,"Comedy,Drama",5.4,2351
Asal,2010,135.0,Action,4.0,1452
Haiu Leilot,2010,90.0,Drama,6.7,28
"AAA, la película: Sin límite en el tiempo",2010,90.0,Animation,5.7,52
Emek Tiferet,2011,85.0,Drama,5.8,24
30 Beats,2012,88.0,"Comedy,Romance",4.1,867
8: The Mormon Proposition,2010,80.0,Documentary,7.0,1190
A Woman,2010,100.0,Drama,4.1,138
Christopher Roth,2010,100.0,"Horror,Thriller",4.2,143
Death and Cremation,2010,86.0,Thriller,5.8,644
Acquainted with the Night,2011,80.0,Documentary,7.8,13
Mr. Pip,2012,116.0,"Drama,War",7.2,3361
"No God, No Master",2013,94.0,"Crime,Drama,History",5.9,775
Sawblade,2010,91.0,Horror,4.8,21
The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663
Happy on the Ground: 8 Days at Grammy Camp,2011,99.0,Documentary,8.3,12
Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369
Meeting Spencer,2011,88.0,Comedy,5.8,115
Rock and Roll: The Movie,2016,91.0,"Comedy,Music",5.6,47
Tamara Drewe,2010,107.0,"Comedy,Drama,Romance",6.2,19362
The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578
5 Days of War,2011,113.0,"Action,Drama,War",5.6,13089
Summer Coda,2010,108.0,"Drama,Romance",6.4,484
Craigslist Joe,2012,90.0,"Adventure,Documentary",6.8,3655
Drug Related,2010,75.0,"Action,Crime,Drama",5.0,5
F,2010,79.0,"Crime,Drama,Horror",4.7,3713
Five Years Later,2010,76.0,"Comedy,Drama",7.8,6
The F Word,2013,98.0,"Comedy,Romance",6.8,64662
Drew: The Man Behind the Poster,2013,97.0,"Biography,Documentary",7.5,846
The Melancholy Fantastic,2011,100.0,"Drama,Fantasy,Horror",5.1,191
Chalet Girl,2011,97.0,"Comedy,Romance,Sport",6.3,22352
Ud af mørket,2012,85.0,"Action,Crime,Drama",6.7,20
Hana no ato,2010,107.0,"Action,Drama",6.8,196
Khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984
Love Hate Love,2011,83.0,Documentary,6.4,18
Pickman's Muse,2010,77.0,"Horror,Sci-Fi,Thriller",5.6,283
Roulette City,2012,76.0,"Drama,Thriller",7.8,61
Stopping for Death: The Nurses of Wells House Hospice,2013,96.0,Documentary,8.2,14
Answer This!,2011,105.0,Comedy,5.4,928
Zambezia,2012,83.0,"Adventure,Animation,Comedy",5.8,6010
The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374
Keeper'n til Liverpool,2010,90.0,Comedy,6.7,770
Mein Prinz. Mein König.,2011,78.0,Drama,6.3,14
Shuffle,2011,82.0,"Drama,Fantasy,Mystery",6.7,1342
The Show Must Go On,2010,80.0,"Drama,Sci-Fi,Thriller",7.0,490
The Forest,2011,98.0,"Horror,Thriller",3.5,135
Triple Frontier,2019,125.0,"Action,Adventure,Crime",6.5,72202
Epikindynes mageirikes,2010,100.0,"Drama,Romance",3.1,562
Fobos. Klub strakha,2010,78.0,"Horror,Thriller",3.8,483
1 a Minute,2010,90.0,"Documentary,Drama",7.7,152
Booksmart,2019,102.0,Comedy,7.5,17529
Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872
Skynd dig hjem,2010,54.0,"Documentary,Drama",9.2,39
The Fugue,2012,71.0,"Horror,Thriller",4.5,67
Griot,2011,80.0,"Adventure,Biography,Documentary",6.9,10
The Lego Movie,2014,100.0,"Action,Adventure,Animation",7.8,304179
Children of God,2010,104.0,Drama,6.7,1140
Client 14,2011,90.0,"Horror,Thriller",6.7,27
Dive!,2010,45.0,"Documentary,Family",7.4,273
¿Estás ahí?,2011,73.0,"Comedy,Fantasy,Romance",4.0,113
Granito,2011,103.0,"Crime,Documentary,History",7.2,88
Nexus,2010,81.0,Thriller,6.8,72
Tensión sexual no resuelta,2010,93.0,Comedy,5.6,1139
I Saw the Light,2015,123.0,"Biography,Drama,Music",5.8,5658
61 Bullets,2014,55.0,"Crime,Documentary,History",6.3,9
The Iceman,2012,106.0,"Biography,Crime,Drama",6.9,65571
Insane,2010,87.0,Horror,3.6,1388
Propios y extraños,2010,98.0,Drama,6.3,27
All I Wish,2017,94.0,"Comedy,Drama,Romance",5.0,872
Battle,2011,95.0,Drama,2.5,106
El baile de San Juan,2010,120.0,"Drama,History",6.0,43
Foreign Letters,2012,99.0,"Comedy,Drama",6.9,180
Forgetting the Girl,2012,85.0,"Drama,Thriller",5.3,964
Garbage,2012,88.0,"Comedy,Drama",5.2,534
Hide & Seek,2010,105.0,"Drama,Horror,Thriller",4.2,180
Hunter's Bride,2010,142.0,Music,6.2,39
Lifted,2010,108.0,Drama,6.7,1460
"No Woman, No Cry",2010,60.0,Documentary,7.4,51
Out of Annapolis,2010,73.0,"Biography,Documentary,History",7.7,7
Pankot ne e mrtov,2011,104.0,"Comedy,Drama",7.4,865
Plavi voz,2010,106.0,Drama,4.1,103
Powder,2011,105.0,Drama,4.3,105
Nature Calls,2012,79.0,Comedy,3.9,2110
St. Roz,2010,78.0,"Comedy,Drama,Family",6.0,56
The Fat Boy Chronicles,2010,78.0,Drama,6.0,773
Boggy Creek,2010,87.0,Horror,3.2,642
My So-Called Enemy,2010,89.0,Documentary,9.0,38
Little Murder,2011,98.0,"Crime,Drama,Thriller",4.8,685
Lontano dalla luce,2010,87.0,Horror,2.9,30
Psycho Street,2011,98.0,"Comedy,Drama,Horror",2.4,79
Scorpio Men on Prozac,2010,115.0,Drama,7.1,42
Removal,2010,91.0,Thriller,4.8,871
Songs of Love and Hate,2010,89.0,Drama,6.3,88
The Harsh Light of Day,2012,79.0,Horror,4.3,183
The Play-Station Killed the Puppet,2010,91.0,"Comedy,Fantasy",8.4,28
Stone Seeker,2018,84.0,Sci-Fi,5.5,50
Bilal's Stand,2010,99.0,Drama,6.8,87
His Name Is Bob,2010,116.0,"Biography,Documentary,Drama",7.2,34
Innocent Crimes,2011,97.0,"Crime,Thriller",8.3,7
Mirages,2010,100.0,"Adventure,Fantasy,Horror",5.0,86
The End of Something,2014,104.0,"Comedy,Drama",5.9,7
Trap,2010,89.0,"Action,Crime,Thriller",6.9,117
Zgorszenie publiczne,2010,86.0,"Comedy,Romance",5.1,47
Future My Love,2012,97.0,Documentary,7.0,124
Germ,2013,80.0,"Action,Drama,Horror",3.7,735
Hot Flash Havoc,2012,64.0,Documentary,7.7,11
Masterpiece,2010,100.0,Thriller,6.8,28
The Romance of Loneliness,2012,63.0,"Music,Romance",8.1,9
The Tree,2010,100.0,"Drama,Romance",6.6,4204
Underworld Awakening,2012,88.0,"Action,Fantasy,Horror",6.4,138350
Victimized,2014,80.0,"Drama,Horror,Thriller",4.9,28
(No) Laughing Matter,2010,55.0,"Comedy,Documentary",7.7,10
The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940
Cup Cake,2010,86.0,Comedy,6.2,47
Aaranya Kaandam,2010,153.0,"Action,Crime,Thriller",8.6,2769
Esther's Diary,2010,75.0,"Crime,Drama,History",5.4,15
Mayor Cupcake,2011,86.0,"Comedy,Drama,Family",5.8,439
Pacing the Cage,2014,75.0,"Crime,Drama",7.8,52
Paiyaa,2010,152.0,"Action,Adventure,Drama",6.3,2186
Pyuupiru 2001-2008,2011,90.0,"Documentary,Drama",7.7,11
Spiderhole,2010,82.0,Horror,4.2,851
I Am,2010,89.0,Drama,3.5,369
Cold Weather,2010,96.0,"Comedy,Drama,Mystery",6.2,2063
House Arrest,2012,103.0,"Comedy,Drama",2.6,134
Tropicália,2012,87.0,"Documentary,Music",7.3,527
Red River,2011,77.0,Horror,2.3,179
Restless,2011,91.0,"Drama,Romance",6.8,16736
Do You Dream in Color?,2015,74.0,"Documentary,News",8.4,17
How Weed Won the West,2010,100.0,Documentary,7.1,351
Hai yang tian tang,2010,96.0,Drama,7.6,2178
The Whisperer in Darkness,2011,103.0,"Mystery,Sci-Fi,Thriller",6.6,2534
Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,5533
Dead Cert,2010,92.0,"Action,Horror",3.7,880
"Filth to Ashes, Flesh to Dust",2011,90.0,Horror,2.4,283
Hands of God,2010,83.0,"Drama,Family",7.8,15
Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695
The Passage,2011,85.0,Drama,6.9,195
Filme do Desassossego,2010,90.0,Drama,6.6,398
The Evolution of Andrew Andrews,2012,82.0,Comedy,5.2,96
Charlie,2012,76.0,"Crime,Drama",8.0,14
Dooman River,2010,90.0,Drama,6.7,157
Auf Wiedersehen: 'Til We Meet Again,2010,76.0,"Biography,Documentary,History",7.0,11
The New Erotic: Art Sex Revolution,2011,94.0,Documentary,8.2,21
Private Romeo,2011,94.0,"Drama,Romance",5.8,1954
Friction,2010,89.0,"Comedy,Drama,Mystery",7.8,30
Vampires,2010,88.0,"Comedy,Fantasy,Horror",6.2,851
Swooped from Nothing,2010,85.0,"Biography,Comedy,Documentary",8.4,18
Der Brand,2011,97.0,Drama,6.9,129
Dead Awake,2010,93.0,"Fantasy,Mystery,Romance",4.5,1266
Darkening Sky,2010,83.0,"Horror,Thriller",4.4,310
Ding Dong Dead,2011,70.0,Horror,5.0,29
Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203
Halloween,2018,106.0,"Horror,Thriller",6.6,88395
Assassins Run,2013,88.0,"Action,Crime,Thriller",4.3,1327
Swinging with the Finkels,2011,85.0,"Comedy,Romance",4.6,2790
Johnny,2010,88.0,"Drama,Family",6.5,332
Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148
Monogamy,2010,96.0,"Drama,Romance",5.1,677
The Man Who Collected Food,2010,79.0,"Comedy,Horror",6.8,99
Camping 2,2010,99.0,Comedy,4.2,1079
Smukke mennesker,2010,93.0,Drama,7.0,945
Oliver Sherman,2010,82.0,"Drama,Thriller,War",6.5,233
Theeradha Vilaiyattu Pillai,2010,160.0,Romance,5.5,335
Thillalangadi,2010,181.0,"Action,Comedy,Crime",4.7,415
Damadamm!,2011,122.0,"Comedy,Drama,Romance",4.2,383
Ollie Kepler's Expanding Purple World,2010,90.0,Drama,6.1,20
Halálkeringö,2010,103.0,"Drama,Thriller",5.3,345
Illégal,2010,90.0,Drama,6.8,832
Stained,2010,91.0,Thriller,4.5,77
The Perfect Burger,2010,90.0,Horror,5.7,12
The Holy Man,2016,83.0,"Action,Drama,Sport",7.8,6
Memoria de mis putas tristes,2011,90.0,"Comedy,Drama,Romance",6.0,845
Food Stamps,2010,87.0,Comedy,6.9,11
The Parking Lot Movie,2010,74.0,Documentary,7.0,1802
Road to Nowhere,2010,121.0,"Romance,Thriller",5.5,1552
The King's Speech,2010,118.0,"Biography,Drama,History",8.0,593629
Breaking the Press,2010,95.0,Drama,5.5,92
Fast Romance,2011,97.0,"Comedy,Romance",6.6,94
Heaven Burns,2010,105.0,Drama,5.9,104
Husk,2011,83.0,"Horror,Thriller",5.2,8973
Somebody's Hero,2011,81.0,"Comedy,Family,Romance",5.8,669
Yelling to the Sky,2011,94.0,Drama,5.9,725
I Am Singh,2011,150.0,"Action,Crime,Drama",5.2,59
A Lot Like You,2012,80.0,"Biography,Documentary,Drama",7.9,39
Chekhov for Children,2010,74.0,"Biography,Documentary,Drama",9.2,6
Zettl,2012,109.0,Comedy,4.0,407
Made in India,2010,95.0,Documentary,7.1,33
Mary & Bill,2010,39.0,"Biography,Comedy,Documentary",5.3,12
Project Happiness,2011,62.0,"Documentary,Family",8.5,21
Saving America's Horses: A Nation Betrayed,2012,91.0,"Adventure,Crime,Documentary",7.8,8
Separado!,2010,84.0,"Documentary,Family,Music",7.4,118
Soap on a Rope,2011,102.0,"Comedy,Crime,Drama",8.1,14
Gut,2012,91.0,"Drama,Horror,Thriller",3.9,854
2012: Time for Change,2010,85.0,"Animation,Documentary,News",7.0,317
Everywhere and Nowhere,2010,86.0,Drama,8.2,6
Smoorverliefd,2010,90.0,"Comedy,Romance",5.4,479
Woman from the East,2013,120.0,"Drama,Family",7.9,11
Highland Park,2013,83.0,"Comedy,Drama",5.7,379
Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681
Naan Mahaan Alla,2010,132.0,"Action,Crime,Drama",7.1,1739
Baana Kaathadi,2010,146.0,Romance,5.6,167
Billy Bates,2013,80.0,Drama,7.1,21
Cargo,2011,85.0,Drama,5.2,454
Izarren argia,2010,93.0,Drama,6.0,40
Spilt Milk,2010,82.0,Comedy,5.6,135
The Owls,2010,66.0,"Crime,Drama,Mystery",4.7,92
Two Shadows,2012,94.0,Drama,6.4,16
Dark Tide,2012,94.0,"Action,Adventure,Drama",4.3,7682
The Greening of Whitney Brown,2011,83.0,"Adventure,Family",5.3,479
Fake,2011,107.0,"Crime,Mystery,Thriller",5.3,165
The Tribes of Palos Verdes,2017,104.0,Drama,5.8,1702
Friends and Lovers,2010,90.0,"Drama,Romance",6.0,80
From a Mess to the Masses,2011,83.0,"Documentary,Music",8.2,5
Fugue,2011,90.0,"Horror,Thriller",6.0,67
Hawaii: A Voice for Sovereignty,2012,84.0,"Adventure,Documentary,Family",7.6,9
How Obama Won the West,2010,70.0,Documentary,4.5,13
Canine Instinct,2010,60.0,"Biography,Documentary,Family",8.5,14
American Jihadist,2010,68.0,"Biography,Documentary,History",5.9,56
An Ordinary Couple,2018,75.0,"Biography,Documentary",8.0,8
Don't Quit Your Daydream,2010,84.0,"Adventure,Documentary,Music",7.6,32
Kyatapirâ,2010,85.0,"Drama,War",6.7,962
American Seagull,2013,95.0,Drama,7.6,38
Hopeful Notes,2010,94.0,Drama,7.0,41
Le Havre,2011,93.0,"Comedy,Drama",7.2,18490
Telephone World,2013,88.0,"Drama,Mystery,Thriller",4.7,16
Basement,2010,74.0,"Horror,Thriller",2.3,610
Virus X,2010,85.0,"Horror,Sci-Fi",2.8,530
Janie Jones,2010,114.0,"Biography,Drama,Music",6.7,2031
"Look, Stranger",2010,86.0,Drama,5.8,70
I Sold My Soul to Satan,2010,57.0,Documentary,6.1,22
The Wildest Dream,2010,94.0,"Adventure,Biography,Documentary",7.3,2186
Wo ai ni mommy,2010,77.0,"Documentary,Family",7.9,41
Genitori & figli:) - Agitare bene prima dell'uso,2010,110.0,Comedy,5.5,513
La nostra vita,2010,98.0,Drama,6.6,1878
Les petits ruisseaux,2010,94.0,Drama,6.5,330
Vater Morgana,2010,90.0,"Comedy,Drama",4.9,95
30 Days in the Bowl,2010,42.0,"Adventure,Documentary",8.5,6
Aisha,2010,126.0,"Comedy,Drama,Romance",5.0,3545
La scuola è finita,2010,83.0,Drama,5.8,95
The Three Musketeers,2011,110.0,"Action,Adventure,Romance",5.8,98408
A Bag of Hammers,2011,85.0,"Comedy,Drama",6.6,2752
Ass Backwards,2013,85.0,"Adventure,Comedy",4.2,2024
D'amour et d'eau fraîche,2010,85.0,Drama,6.0,329
Griff the Invisible,2010,90.0,"Comedy,Drama,Romance",6.1,4478
Dernier étage gauche gauche,2010,110.0,"Comedy,Drama",6.2,174
Freche Mädchen 2,2010,96.0,"Comedy,Drama,Romance",5.0,216
Lyubov v bolshom gorode 2,2010,89.0,"Comedy,Fantasy",5.9,966
Breaking the Girls,2012,83.0,"Crime,Thriller",5.1,3118
The Last Survivor,2010,92.0,"Documentary,History",7.0,32
The Rise and Fall of Their American Dream,2010,123.0,"Crime,Drama,Thriller",7.3,11
After the Waterfall,2010,94.0,Drama,5.6,203
Third Star,2010,92.0,Drama,7.5,6390
Behind the Burly Q,2010,97.0,Documentary,6.6,302
Happily After,2010,76.0,Thriller,6.2,25
Himlen är oskyldigt blå,2010,110.0,Drama,6.6,3113
Un amor de película,2012,98.0,"Comedy,Drama,Romance",5.9,15
No Saints for Sinners,2011,80.0,"Action,Crime",4.7,352
Oxy-Morons,2010,111.0,"Action,Thriller",5.9,345
The Deposition,2011,80.0,"Crime,Drama,Mystery",7.3,443
The Gray Area,2010,95.0,Drama,6.4,10
Retrace,2011,98.0,Drama,6.1,14
Heathens and Thieves,2012,109.0,"Mystery,Thriller,Western",5.2,379
Strip Club Slasher,2010,99.0,"Comedy,Crime,Horror",2.9,58
Sweet Little Lies,2011,81.0,"Adventure,Comedy",7.2,45
A Beer Tale,2012,76.0,Comedy,4.5,186
Paranormal Abduction,2012,83.0,Thriller,3.9,83
Thomas & the Trainmaster,2013,95.0,Family,4.8,6
Awka Liwen,2010,90.0,Documentary,8.3,37
Bo,2010,100.0,Drama,6.1,1164
El dios de madera,2010,116.0,Drama,5.6,39
Just Like Us,2010,72.0,Documentary,7.0,138
Losing Control,2011,91.0,Comedy,4.4,452
The Chicago 8,2011,90.0,Drama,5.9,192
The Pardoner's Tale,2010,105.0,"Drama,Thriller",6.9,7
The Sentimental Engine Slayer,2010,97.0,Drama,6.9,160
Nicht weit von mir,2015,95.0,Drama,5.9,33
Cindy liebt mich nicht,2010,92.0,Romance,5.9,67
Di Di Hollywood,2010,96.0,Drama,3.6,531
Letters from the Desert (Eulogy to Slowness),2010,88.0,"Documentary,Drama",8.3,30
Lost in the Crack,2012,137.0,"Crime,Drama",7.8,5
My Friend Pinto,2011,100.0,"Comedy,Crime,Drama",5.3,328
Night of the Living Dead: Darkest Dawn,2015,62.0,"Action,Animation,Horror",4.1,321
Super,2010,96.0,"Action,Comedy,Drama",6.8,70604
The Convincer,2011,93.0,"Comedy,Crime,Drama",6.2,4422
My Bloody Wedding,2010,88.0,Comedy,3.1,166
Romeo Must Hang,2010,75.0,Documentary,7.2,5
That Side of a Shadow,2010,97.0,Drama,8.1,14
Los ojos de Julia,2010,118.0,"Horror,Mystery,Thriller",6.7,29259
Phase Two,2013,102.0,Thriller,6.2,16
A New Design,2011,84.0,"Drama,Horror,Mystery",4.4,19
Avenida Brasília Formosa,2010,85.0,Documentary,6.8,34
Carpet Racers,2010,83.0,"Action,Comedy,Documentary",7.0,44
Ayirathil Oruvan,2010,183.0,"Action,Adventure,Fantasy",7.7,2819
Far til fire - på japansk,2010,90.0,Family,3.4,212
Maria's Gravy Pot,2010,107.0,"Comedy,Drama",6.3,6
Muezzin,2010,90.0,Documentary,6.8,24
Dar Radeh payeh Che,2010,78.0,"Adventure,Documentary,History",5.2,5
Dog Sweat,2010,90.0,Drama,6.5,119
Eagles in the Chicken Coop,2010,95.0,"Comedy,Drama",6.5,130
La bella società,2010,100.0,Drama,5.4,85
Motel Americana Volume II,2010,128.0,"Comedy,Crime,Drama",4.2,16
Nightbeasts,2010,80.0,"Horror,Sci-Fi",6.8,1227
Scrap,2010,101.0,"Animation,Biography,Comedy",8.2,13
Scusa ma ti voglio sposare,2010,106.0,"Comedy,Drama,Romance",5.6,1741
Sleather,2010,89.0,Comedy,7.6,62
4.3.2.1.,2010,117.0,"Crime,Thriller",5.8,10027
Empress Vampire,2012,89.0,"Action,Fantasy,Horror",4.5,88
Green Guys,2011,96.0,"Crime,Thriller",4.7,256
Hope,2012,80.0,"Adventure,Drama",5.6,7
Loving the Bad Man,2010,104.0,"Crime,Drama,Romance",4.2,336
On Coal River,2010,82.0,Documentary,8.6,20
Terrible Things,2010,90.0,"Action,Horror,Sci-Fi",4.3,23
Family Affair,2010,80.0,"Documentary,Family",7.5,169
"Sex, Drugs, and Stu",2010,95.0,Comedy,6.3,14
High on Hope,2010,72.0,"Documentary,Music",8.3,15
Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189
Tom Atkins Blues,2010,78.0,Drama,7.2,17
Being in the World,2010,81.0,Documentary,7.6,287
Earth Made of Glass,2010,87.0,Documentary,8.0,61
Fertile Ground,2011,95.0,Horror,4.6,2803
Sus,2010,91.0,Drama,6.1,271
Walking with the Enemy,2013,124.0,"Action,Drama,History",6.3,1447
Infinite Lives: The Road to E3,2010,93.0,"Adventure,Documentary",7.8,9
Living in Seduced Circumstances,2011,90.0,"Drama,Thriller",7.1,7
The Lottery,2010,81.0,"Documentary,Drama,News",7.1,541
The Parasomniac,2010,78.0,"Crime,Drama,Mystery",8.1,36
Totem,2011,86.0,Drama,6.1,90
A Beginner's Guide to Endings,2010,93.0,"Comedy,Drama",6.4,1553
Alleged,2010,94.0,"Drama,History,Romance",4.7,235
Artherapy,2010,97.0,"Drama,Music",5.1,69
Normal Types,2010,103.0,Drama,7.4,7
Good Satan,2012,81.0,Comedy,6.0,103
Hue: A Matter of Colour,2013,86.0,"Biography,Documentary,History",7.3,27
Sedona,2011,90.0,"Adventure,Comedy,Drama",5.3,147
The Greatest Ears in Town: The Arif Mardin Story,2010,100.0,"Biography,Documentary,Music",7.0,42
Tilva Ros,2010,99.0,"Drama,Romance",7.2,933
Trippin',2011,88.0,"Comedy,Horror",4.4,64
Vespa,2010,85.0,Drama,1.6,356
Holding on to Jah,2011,98.0,"Biography,Documentary,History",7.0,36
Karl the Butcher vs Axe,2010,75.0,"Action,Comedy,Horror",3.2,216
Ash,2010,98.0,Drama,7.9,9
"Bi, dung so!",2010,91.0,Drama,6.7,336
3,2010,119.0,"Comedy,Drama,Romance",6.7,4722
Le bruit des glaçons,2010,87.0,"Comedy,Drama",6.2,2012
Motel Nana,2010,92.0,Drama,6.0,148
Neprijatelj,2011,108.0,"Drama,Horror,Mystery",7.4,2189
Not Alone,2015,80.0,Horror,2.6,172
Rain from Stars,2013,91.0,"Crime,Thriller",6.3,38
Suma summarum,2010,120.0,"Comedy,Thriller",6.8,637
Sunlight Jr.,2013,90.0,Drama,5.6,2746
The Host,2013,125.0,"Action,Adventure,Drama",5.9,105633
A Star Is Born,2018,136.0,"Drama,Music,Romance",7.8,249245
Dough,2015,94.0,"Comedy,Drama",6.2,1517
Hochzeitspolka,2010,90.0,Comedy,5.6,172
Spy Kids 4: All the Time in the World,2011,89.0,"Action,Adventure,Comedy",3.5,20043
Le poil de la bête,2010,100.0,"Adventure,Horror",5.2,497
Action!!!,2010,82.0,Comedy,8.0,23
Adrift: People of a Lesser God,2010,100.0,"Adventure,Documentary,Drama",8.2,25
Astralis - Institution,2010,81.0,"Biography,Comedy,Documentary",8.7,23
Atomic Mom,2010,87.0,"Documentary,History,War",6.6,23
Better Mus' Come,2010,104.0,"Action,Crime,Drama",6.0,148
Blood & Curry,2011,85.0,"Crime,Drama,Thriller",6.3,7
Fun sau suet oi nei,2010,104.0,"Comedy,Drama,Romance",5.9,317
Currency,2011,85.0,"Crime,Drama,Mystery",8.1,12
Semshook,2010,96.0,Drama,7.8,36
20 sigarette,2010,94.0,"Drama,War",6.6,674
Strangers Lovers Killers,2010,87.0,"Drama,Thriller",8.0,32
Making Fifty Million,2010,73.0,Comedy,7.6,10
Professor,2010,75.0,"Biography,Documentary",6.8,12
Raw Faith,2010,94.0,"Biography,Documentary,Drama",8.4,62
Mexican Fighter,2013,63.0,"Biography,Documentary,Sport",7.0,26
Sundance Skippy,2010,90.0,"Biography,Comedy,Documentary",6.2,41
The Legend of Sofa Kingdom,2011,85.0,"Biography,Documentary,History",7.7,6
Wicked Bad,2010,76.0,"Comedy,Drama,Romance",8.2,12
